Country,Latitude,Longitude
AUS,-37.8710,145.2561
AUS,-31.0678,151.5022
AUS,-38.4282,145.0412
NLD,52.5458,4.6503
CAN,44.1333,-79.0833
AUS,-31.1829,151.4397
AUS,-37.8339,145.4356
AUS,-36.9989,140.1900
AUS,-37.8000,145.4000
AUS,-31.1556,151.5531
AUS,-37.6500,144.9000
AUS,-31.2176,151.5196
IND,26.0800,84.1300
AUS,-38.3000,144.7000
CAN,43.3833,-80.1333
AUS,-31.2000,151.6000
IND,26.4500,84.1200
BRA,-23.3200,-52.6700
IND,26.5700,84.0800
AUS,-37.6667,145.0833
AUS,-31.2424,151.4232
IND,26.1000,84.2700
CAN,43.2500,-79.7500
AUS,-37.9445,145.1764
NLD,52.8783,4.9408
AUS,-31.2642,151.5465
IND,26.1800,84.6700
AUS,-37.7167,145.8167
BRA,-23.8200,-52.1800
IND,26.1200,84.8000
AUS,-36.7875,140.0894
AUS,-31.3075,151.6167
SWE,60.6600,12.7100
AUS,-38.2333,145.1833
NLD,52.0092,4.3706
IND,26.3200,84.6300
CAN,43.7667,-79.8833
AUS,-31.3333,151.5000
IND,25.7800,84.7300
AUS,-37.9000,145.4167
BRA,-23.0800,-52.4300
SWE,60.6800,13.7100
AUS,-31.3833,151.4833
AUS,-37.8000,145.0000
NLD,51.7169,4.2956
IND,25.9700,84.8700
AUS,-29.4833,151.5500
AUS,-38.1667,145.4000
SWE,60.6800,16.3500
BRA,-23.6700,-52.5800
AUS,-36.7000,140.7333
AUS,-29.5299,151.6707
IND,26.3300,84.2500
CAN,44.2000,-77.8333
SWE,60.6800,17.1000
AUS,-29.5000,151.6000
AUS,-37.4770,145.1513
NLD,53.0508,4.8042
IND,26.2200,84.1500
BRA,-23.2000,-53.2000
AUS,-29.4833,151.7667
AUS,-37.9000,145.3000
IND,26.1700,84.0500
BRA,-23.0000,-53.1800
NLD,52.3808,7.0331
AUS,-29.5500,151.8167
IND,25.8300,84.5800
AUS,-29.5167,151.8833
AUS,-38.4836,145.1766
IND,25.9800,84.7000
AUS,-29.5667,151.8667
SWE,60.6900,16.8200
CAN,43.9500,-77.3333
NLD,51.4503,5.7742
BRA,-23.9200,-53.1300
AUS,-37.4167,145.0167
AUS,-29.5488,151.9942
IND,25.9200,84.7500
SWE,60.6900,15.4900
IND,26.0000,84.2800
AUS,-37.7517,145.6757
AUS,-29.5781,151.5557
NLD,52.2581,6.2178
BRA,-23.7300,-53.2800
IND,25.9700,84.5300
AUS,-37.7000,145.0833
AUS,-29.5910,151.6274
IND,25.7000,85.1800
AUS,-29.6167,151.8000
AUS,-38.1500,145.1000
SWE,60.7000,15.3300
CAN,43.7333,-79.2833
AUS,-36.6833,140.5333
AUS,-29.5817,151.9483
BRA,-23.2000,-53.3200
IND,25.8300,84.8700
NLD,53.3194,5.9817
AUS,-29.7167,151.2167
AUS,-29.6315,151.5561
IND,25.5700,83.9800
AUS,-38.2833,145.1333
NLD,52.0578,5.3278
AUS,-29.6450,151.6200
IND,24.6300,83.9700
AUS,-37.5050,145.1247
AUS,-29.6368,151.6815
CAN,43.9500,-79.4333
AUS,-37.7000,145.3000
IND,25.0500,83.6200
AUS,-29.6167,151.7333
NLD,53.1117,6.1017
AUS,-37.4306,140.4667
AUS,-29.6500,151.7667
AUS,-38.6078,145.5965
IND,24.9200,83.8000
AUS,-29.7833,151.7833
CAN,43.7833,-79.6000
AUS,-37.5500,145.0333
IND,25.1700,83.6000
AUS,-29.6167,151.9167
NLD,52.5453,5.8556
AUS,-29.7833,151.1833
AUS,-37.8000,145.5167
AUS,-29.7333,151.3000
IND,24.7000,83.6200
AUS,-38.2333,145.7000
NLD,51.9658,6.0178
AUS,-29.7333,151.4000
AUS,-36.6064,140.7118
CAN,44.2000,-77.7167
IND,25.1800,83.7200
AUS,-29.7799,151.3503
BRA,-23.0700,-53.8200
AUS,-37.5552,145.1259
SWE,60.7100,15.9400
NLD,52.8233,6.4128
AUS,-29.7833,151.4783
AUS,-37.6647,145.3761
CAN,44.1500,-77.7000
AUS,-29.7333,151.6333
IND,24.9500,83.4700
SWE,60.7200,17.1600
AUS,-37.6000,145.1500
BRA,-23.0600,-54.2000
AUS,-29.7833,151.6667
NLD,52.5114,5.0467
DZA,33.2670,-0.3000
AUS,-38.1500,145.7000
IND,25.3300,83.8300
AUS,-29.7023,151.8250
CAN,44.1000,-79.1167
AUS,-29.8167,151.0500
IND,24.9170,84.1830
BRA,-23.6800,-54.5600
AUS,-38.0333,145.6667
SWE,60.7200,15.2800
NLD,52.2767,5.2767
IND,25.1300,83.4000
AUS,-38.0667,145.6667
CAN,43.2000,-79.8333
AUS,-29.8333,151.2000
AUS,-29.8000,151.2500
AUS,-37.8000,145.2000
IND,25.5700,84.6700
NLD,53.3664,6.4642
AUS,-29.8000,151.2833
IND,25.2500,83.9200
AUS,-37.7000,145.1000
AUS,-29.8167,151.3500
CAN,43.4500,-79.8333
AUS,-29.8797,151.4142
AUS,-37.8833,145.3500
IND,25.3800,84.6000
DZA,33.5110,6.7770
AUS,-29.8833,151.4667
NLD,52.1114,6.0675
IND,25.4200,84.2500
AUS,-29.8783,151.4658
AUS,-37.9500,145.6167
IND,25.3300,84.2500
AUS,-29.8833,151.5667
AUS,-37.8333,145.0833
AUS,-29.8000,151.6000
CAN,44.0500,-77.3000
IND,25.4300,84.1300
NLD,53.1317,5.9433
AUS,-37.5720,145.5014
AUS,-29.8167,151.6333
AUS,-29.8833,151.6333
AUS,-37.9289,145.4272
IND,25.2500,84.5800
AUS,-29.8265,151.5207
AUS,-38.2333,145.5500
CAN,43.7333,-79.5167
NLD,51.3489,5.2544
AUS,-29.8333,151.7333
IND,25.0500,83.8000
AUS,-37.9771,145.0273
SWE,60.7200,15.8100
AUS,-29.9167,151.6667
AUS,-29.7933,151.7650
AUS,-38.0333,145.1000
AUS,-37.1783,140.4589
NLD,52.2900,5.7881
AUS,-29.8833,151.2000
CAN,43.7500,-79.3833
IND,25.0000,83.1200
AUS,-37.8000,145.4500
AUS,-37.6833,140.6167
AUS,-29.9667,151.2333
SWE,60.7300,15.0200
NLD,52.7842,6.8867
IND,25.6200,84.5800
AUS,-37.4000,145.0000
AUS,-29.9175,151.3244
AUS,-29.9333,151.4500
AUS,-37.6000,145.2000
NLD,52.2050,6.9153
CAN,43.8667,-79.3667
AUS,-30.0667,151.5333
IND,25.1200,83.9300
AUS,-38.5000,145.4500
AUS,-29.9333,151.5833
IND,25.5500,84.1500
SWE,60.7300,17.1200
DZA,32.7670,-0.6000
AUS,-37.3667,140.5500
NLD,52.3469,5.9978
IND,25.0000,84.0000
AUS,-29.9833,151.6500
AUS,-37.8000,145.2000
AUS,-29.9465,151.6066
IND,24.8300,87.2200
AUS,-38.0000,145.3500
AUS,-29.4684,151.6667
NLD,50.7633,5.9056
AUS,-37.8833,145.6167
AUS,-28.8867,152.1144
AUS,-29.8000,151.6000
AUS,-37.8333,145.1000
IND,24.6300,87.8300
AUS,-36.9229,140.5809
AUS,-37.8333,145.1000
IND,24.2670,87.2500
AUS,-30.0000,151.6000
NLD,53.2892,6.4478
AUS,-38.0000,145.3000
AUS,-30.3000,151.5000
BRA,-22.9700,-54.5600
IND,24.0800,87.5800
AUS,-29.8000,151.2000
AUS,-37.8000,145.1000
CAN,44.0000,-79.3333
AUS,-29.8000,151.9000
SWE,60.7300,17.5700
NLD,53.3606,6.1481
IND,25.0500,87.8300
AUS,-37.9333,145.0000
AUS,-29.9000,151.6000
NLD,53.2003,7.1017
AUS,-37.9167,145.0000
AUS,-31.0000,151.4000
IND,24.6700,87.1700
AUS,-29.8000,152.0000
AUS,-37.6000,144.8000
AUS,-30.0667,151.1833
NLD,53.3917,5.3042
IND,25.0500,87.3200
CAN,44.0500,-79.4333
AUS,-38.1000,145.7000
AUS,-30.3333,151.0333
BRA,-23.4500,-54.3900
AUS,-36.5667,140.5500
NLD,52.8489,6.1939
IND,24.7000,87.7000
AUS,-37.8500,145.2000
AUS,-30.5500,151.1333
AUS,-37.6333,140.8167
IND,24.8700,87.7800
AUS,-29.8000,151.2000
AUS,-37.8000,145.0500
NLD,51.8742,5.2731
AUS,-29.7667,151.8833
IND,25.2500,87.6300
AUS,-38.0000,145.1000
AUS,-29.0667,152.0833
DZA,32.9330,3.2830
AUS,-37.6000,145.2000
AUS,-29.5500,151.7833
NLD,51.5483,5.6769
IND,24.8300,87.5000
AUS,-38.6000,145.5000
AUS,-30.2000,151.8833
BRA,-23.1000,-55.2400
IND,24.4700,87.5300
AUS,-37.8500,145.2667
AUS,-30.2667,151.4667
SWE,60.7300,15.9100
NLD,51.8642,6.3503
DZA,32.3840,3.7940
AUS,-30.1575,151.8774
IND,24.3000,87.7700
AUS,-37.4000,145.0000
AUS,-30.0006,151.8529
BRA,-23.2600,-55.5300
IND,24.6700,87.2500
NLD,51.6581,5.1500
AUS,-37.8000,145.3000
AUS,-28.3734,152.3930
AUS,-37.9000,145.3000
NLD,53.0281,6.8425
AUS,-29.8109,151.2330
IND,24.3300,87.0800
AUS,-38.1500,145.1333
AUS,-29.9667,151.1167
IND,24.0300,87.4200
AUS,-30.0034,151.0833
AUS,-36.2789,139.8426
BRA,-23.6500,-55.3900
NLD,52.7231,6.0656
AUS,-37.9000,145.7000
AUS,-30.0500,151.0667
IND,24.9500,87.2700
BRA,-23.6400,-55.0200
AUS,-38.5000,145.6000
AUS,-30.0242,151.1462
CAN,44.0333,-79.4000
AUS,-38.4000,145.5000
NLD,51.5475,4.7456
AUS,-30.0767,151.2067
IND,25.0700,87.4800
NLD,51.8192,3.9725
AUS,-37.6500,144.8500
AUS,-29.9833,151.2833
IND,25.0800,87.7200
CAN,43.4833,-79.6333
AUS,-30.0833,151.3167
AUS,-37.7000,145.5000
IND,23.9700,87.1700
NLD,51.8381,4.9758
AUS,-30.1167,151.1000
AUS,-37.6500,145.5000
CAN,44.2333,-76.9667
IND,25.2000,87.3800
AUS,-30.2333,151.1333
AUS,-37.6500,145.5000
AUS,-36.4500,140.2833
NLD,53.0031,6.0617
AUS,-30.2000,151.1833
IND,23.9200,87.0300
AUS,-38.2500,145.7000
AUS,-30.1369,151.2581
AUS,-37.7500,145.3500
CAN,43.7833,-79.4667
NLD,52.0083,4.7181
AUS,-30.3667,151.0833
AUS,-37.9594,140.7703
IND,22.5500,85.8170
AUS,-37.7500,145.3500
SWE,60.7400,12.7000
AUS,-30.2833,151.0167
AUS,-38.0500,145.2500
IND,22.7000,85.6300
NLD,52.1408,5.4183
AUS,-30.3667,150.9833
AUS,-37.2167,140.7500
AUS,-30.2979,151.0772
AUS,-37.9167,145.2833
BRA,-24.2100,-47.6100
AUS,-30.3000,151.2833
IND,22.5300,85.3800
AUS,-37.9167,145.2833
NLD,52.3664,5.6128
CAN,43.9167,-79.7500
AUS,-30.3167,151.2000
SWE,60.7500,17.3500
AUS,-38.3500,144.9000
BRA,-24.2500,-47.3700
AUS,-30.3667,151.2333
NLD,53.1806,5.4250
IND,22.3800,85.2200
AUS,-37.8333,145.0833
AUS,-30.1833,151.3333
AUS,-38.0000,145.0833
AUS,-30.5667,151.9000
AUS,-36.8073,140.3870
IND,22.2500,85.6500
AUS,-37.8000,145.1000
NLD,52.1514,5.7331
SWE,60.7700,16.4697
AUS,-30.0167,151.7000
BRA,-24.2800,-47.4600
CAN,44.7667,-78.0833
IND,22.1200,85.8800
AUS,-30.1333,151.6833
AUS,-38.0000,145.3000
AUS,-30.4500,151.6833
NLD,52.9689,5.6014
AUS,-30.5000,151.1000
IND,22.6000,85.4700
AUS,-38.5000,145.4000
BRA,-24.2900,-47.1800
CAN,45.0500,-77.8500
AUS,-29.6833,151.6667
AUS,-38.4964,145.7772
AUS,-37.2667,140.1167
IND,22.9700,86.0700
AUS,-29.2716,151.8612
NLD,52.3467,4.6389
AUS,-37.2068,140.1609
AUS,-38.0000,145.5000
AUS,-29.8333,151.3667
IND,22.6000,86.5000
AUS,-38.0500,145.3667
AUS,-30.4667,151.5833
AUS,-29.7000,151.7000
CAN,45.0000,-77.8000
BRA,-24.3200,-47.6200
AUS,-37.6000,145.3000
AUS,-29.9453,151.2076
IND,22.8000,85.8300
AUS,-30.5833,151.5500
SWE,60.7700,12.8500
AUS,-38.3000,144.7000
AUS,-31.3833,151.5500
AUS,-38.4000,145.2000
IND,22.2800,86.7000
CAN,45.0500,-77.8667
NLD,51.2906,5.8919
AUS,-28.9776,152.1552
IND,22.7200,85.9500
AUS,-37.9000,145.3500
NLD,52.5950,4.7381
AUS,-29.0455,152.1343
AUS,-37.5333,145.4500
AUS,-29.2167,151.9500
AUS,-37.3000,140.0667
NLD,52.3883,6.4506
AUS,-29.8995,151.9650
IND,22.3700,86.0200
CAN,44.5167,-78.6167
AUS,-38.1000,145.6000
SWE,60.7700,15.3800
IND,22.8170,86.1830
AUS,-28.5417,151.9909
AUS,-28.4833,152.1333
AUS,-37.7000,145.9000
AUS,-29.7333,151.0833
NLD,51.8342,4.6544
IND,22.6000,86.2500
CAN,44.5833,-78.5167
AUS,-37.7500,145.7000
AUS,-29.2167,151.3833
IND,22.8200,86.1000
AUS,-28.9100,152.2528
NLD,52.0608,6.3019
AUS,-37.7000,145.2000
AUS,-28.8433,152.2533
IND,22.8300,86.3300
NLD,52.2681,6.7608
AUS,-37.5000,145.1167
AUS,-31.3500,151.5333
AUS,-37.8000,145.6000
IND,23.1700,71.7200
AUS,-30.3123,150.9964
AUS,-37.2167,140.0000
NLD,53.1842,5.5042
AUS,-28.8833,152.1000
AUS,-37.7500,145.6000
AUS,-37.9167,140.8500
AUS,-28.9667,151.5500
AUS,-38.0651,145.1294
IND,23.2800,71.9200
AUS,-30.3400,151.7200
AUS,-37.1428,140.9498
CAN,44.5667,-78.2167
NLD,51.8889,6.1006
AUS,-38.4000,145.6000
AUS,-30.3500,151.3833
IND,22.3700,71.9800
AUS,-38.2000,145.7000
AUS,-29.7167,151.5000
CAN,44.8167,-77.1833
IND,23.0670,72.6330
NLD,51.7714,5.8394
AUS,-30.4833,151.5833
AUS,-38.3781,144.8997
AUS,-29.9167,151.9833
AUS,-37.8000,145.0500
IND,22.3500,71.7200
NLD,53.4356,5.6403
AUS,-31.0333,151.6500
AUS,-37.6833,145.1333
IND,23.1200,72.0500
AUS,-30.5078,151.1141
NLD,52.3056,6.4617
AUS,-30.2126,151.6787
AUS,-37.6397,140.8586
NOR,60.7800,12.4600
AUS,-28.4083,152.3067
IND,22.9800,72.3800
AUS,-29.7753,151.4852
AUS,-38.1833,145.1167
NLD,52.0028,4.2453
AUS,-30.9874,151.5855
AUS,-37.9333,145.0000
AUS,-31.0109,151.6246
IND,22.7200,72.4500
AUS,-29.8025,151.2726
AUS,-37.7167,145.3667
NLD,52.6867,5.1669
AUS,-30.5273,151.6158
CAN,44.6000,-78.7667
AUS,-37.6886,145.5644
AUS,-37.3311,140.6978
IND,22.2500,72.1800
AUS,-28.7014,152.0974
AUS,-37.8833,145.3500
IND,22.9200,72.5800
NLD,52.7281,4.9608
AUS,-30.3358,151.7367
CAN,44.8833,-77.8333
AUS,-37.8833,145.1500
AUS,-29.6808,151.6253
AUS,-29.7796,151.1121
NLD,52.3589,5.6944
AUS,-38.3391,145.0288
AUS,-36.9424,140.2362
AUS,-29.6780,151.6940
AUS,-37.9785,145.2235
AUS,-30.2667,152.0167
IND,23.1700,72.8200
AUS,-30.3659,152.2315
NLD,51.4906,5.8867
AUS,-38.1167,145.0667
AUS,-37.0467,140.9260
AUS,-30.2000,151.9000
IND,21.6000,71.2200
AUS,-38.2667,145.0167
AUS,-28.7370,152.6228
SWE,60.8100,13.8600
NLD,52.9669,5.8231
AUS,-29.8317,152.4067
CAN,44.9167,-77.8833
AUS,-37.7833,145.4333
AUS,-28.9279,152.3759
IND,20.8500,71.3700
NLD,51.4831,3.9492
AUS,-37.8167,145.3333
AUS,-29.4667,152.4500
IND,21.1300,71.2500
CAN,45.1167,-77.2500
AUS,-37.8372,145.2558
AUS,-30.4500,151.9167
NLD,52.1883,4.4108
AUS,-37.4833,140.4500
AUS,-30.7500,152.2000
AUS,-37.8000,145.3000
NLD,51.3831,4.0281
IND,20.7800,70.7200
AUS,-28.9000,152.3000
AUS,-37.8303,144.9767
CAN,44.3833,-78.4500
AUS,-30.4333,152.3292
AUS,-30.5774,152.1099
IND,21.5300,71.3500
AUS,-30.4333,152.0000
SWE,60.8200,15.3800
CAN,44.5333,-78.7333
NLD,52.7914,4.8919
AUS,-37.9667,140.8500
AUS,-37.6233,145.7983
IND,21.7200,71.3800
AUS,-30.8000,152.1000
AUS,-37.0951,140.7911
IND,21.0700,71.4500
AUS,-37.7869,145.2847
AUS,-29.5577,152.1388
NLD,53.2781,6.1406
AUS,-28.6538,152.5953
AUS,-37.8000,145.4000
AUS,-30.5053,152.3858
IND,21.8300,71.3000
AUS,-38.1500,145.1333
CAN,44.5833,-78.7500
NLD,52.1750,5.8281
AUS,-30.6167,152.1833
AUS,-28.8914,152.5663
AUS,-38.1333,145.1500
AUS,-28.9066,152.7255
SWE,60.8300,16.0597
AUS,-28.4735,152.5481
NLD,53.0642,5.3381
AUS,-38.4832,145.4666
AUS,-28.4667,152.5500
IND,21.6800,71.2800
NLD,51.5650,3.8264
AUS,-30.4905,152.1004
AUS,-38.4000,145.3000
AUS,-30.2892,152.1701
NLD,51.4342,4.1003
CAN,44.8500,-77.6000
IND,21.3300,71.0300
AUS,-28.3879,152.6083
AUS,-38.4000,145.3000
AUS,-29.2000,152.3000
IND,21.7000,71.5200
CAN,44.9167,-78.3833
AUS,-37.7667,145.1500
AUS,-28.2846,152.5034
AUS,-36.2334,139.8494
IND,21.6300,70.9800
AUS,-37.9167,145.4167
AUS,-28.8167,152.6833
AUS,-30.5644,151.9070
IND,21.6000,71.2170
AUS,-37.8306,145.3500
SWE,60.8300,14.1300
AUS,-30.7167,151.8333
AUS,-30.3198,152.2383
AUS,-38.1337,145.2384
NLD,52.8619,5.0953
IND,24.2000,72.2000
AUS,-28.3500,152.4333
CAN,45.0000,-78.5833
AUS,-38.1167,145.1797
AUS,-30.4829,152.3025
IND,23.8300,71.6000
AUS,-30.5112,152.0427
AUS,-38.2483,145.1036
NLD,52.7856,5.8417
AUS,-30.4500,151.8167
AUS,-37.9489,145.5358
CAN,45.0500,-78.4833
IND,24.3800,71.6200
AUS,-31.1333,152.1253
NLD,52.9203,6.5303
AUS,-37.8667,145.6667
IND,24.1700,72.4300
AUS,-30.8000,151.8667
AUS,-38.5333,145.6333
NLD,52.2417,5.2019
CAN,45.0333,-78.5333
AUS,-36.1392,139.8814
USA,20.7008,-156.3561
AUS,-37.6600,145.1244
AUS,-31.1117,151.8014
IND,24.1200,71.7800
AUS,-37.9144,145.3317
NLD,51.3306,5.5339
AUS,-30.4167,152.1667
AUS,-37.8456,140.7686
AUS,-37.8800,145.4206
IND,24.0500,71.7500
AUS,-31.1500,152.0000
AUS,-38.2167,145.3167
AUS,-30.4000,151.9500
SWE,60.8400,15.7700
AUS,-30.4833,152.3333
IND,24.3700,71.5200
AUS,-37.3797,140.3294
AUS,-38.0783,145.1733
NLD,52.1392,4.4833
AUS,-30.5333,152.1500
AUS,-38.5500,145.4833
DZA,31.6460,-2.2700
AUS,-37.2633,140.6800
AUS,-30.5000,152.2500
BRA,-24.8000,-47.8700
NLD,51.9989,6.5628
AUS,-30.7467,152.2800
IND,24.2000,72.7700
AUS,-37.8833,145.3333
AUS,-31.1893,151.8551
IND,24.5200,72.0300
AUS,-37.8500,145.2000
AUS,-30.2853,151.8549
NLD,52.3517,4.7569
AUS,-37.9167,145.3500
AUS,-30.5333,151.9000
IND,23.7700,71.1700
AUS,-30.5833,151.8167
AUS,-37.7567,145.0533
SWE,60.8500,14.1900
AUS,-30.3122,152.0520
NLD,52.2628,4.5456
IND,24.0700,72.4800
AUS,-37.9819,145.4192
AUS,-31.2166,151.6943
AUS,-36.4006,140.2698
CAN,44.4333,-78.9000
AUS,-37.4167,144.9667
IND,22.3000,73.2500
AUS,-29.1912,152.5905
NLD,52.1556,6.3892
AUS,-38.0000,145.1000
AUS,-36.5958,140.4864
AUS,-30.7274,152.2540
AUS,-38.0042,140.7078
AUS,-38.3142,145.1756
IND,22.3000,74.0200
AUS,-31.0099,151.7524
NLD,52.0892,5.6006
AUS,-30.7500,152.0667
IND,22.1200,73.4300
AUS,-38.2333,145.7833
AUS,-29.2000,152.5000
NLD,51.3064,5.5894
AUS,-38.0667,145.4667
AUS,-37.2906,140.8254
AUS,-31.0833,151.7500
IND,21.9200,73.3300
CAN,45.1500,-77.8500
AUS,-38.2767,145.0117
AUS,-28.7167,152.1167
NLD,51.9667,4.2550
IND,22.5700,73.2200
AUS,-30.5000,152.0000
AUS,-37.8667,145.3500
AUS,-29.0667,152.6500
AUS,-37.1072,140.7242
AUS,-37.6715,145.8948
NLD,53.1492,6.2831
AUS,-29.3466,152.5167
AUS,-30.1500,152.3833
DZA,31.9170,5.4130
AUS,-37.5000,145.0000
AUS,-29.5717,152.5417
IND,22.3300,73.8500
AUS,-29.8333,152.5833
NLD,51.8242,5.5631
CAN,44.3167,-78.1667
AUS,-37.7833,145.6000
NLD,51.4853,3.5925
AUS,-30.1333,152.1167
AUS,-37.7000,145.3833
AUS,-29.8500,152.3000
AUS,-28.6150,152.4117
AUS,-37.8000,145.5000
CAN,44.7500,-78.6333
IND,22.2300,73.0800
AUS,-28.5500,152.6000
AUS,-37.8667,145.0833
AUS,-29.7667,152.2167
BRA,-24.2000,-47.4800
NLD,53.3242,6.6128
AUS,-29.2000,152.5000
AUS,-37.7500,145.7333
IND,22.3300,73.3300
AUS,-28.5333,152.7000
AUS,-30.5178,152.0431
IND,22.0500,73.7200
AUS,-38.0833,145.4833
AUS,-28.9000,152.7333
NLD,51.6775,5.7942
BRA,-24.5900,-48.5900
AUS,-37.7797,145.0314
AUS,-37.6039,140.4811
AUS,-29.6460,152.0936
IND,22.1700,73.5800
AUS,-37.5333,145.3333
SWE,60.8800,14.3800
CAN,44.5667,-78.9833
NLD,52.6244,5.7225
AUS,-38.3343,145.6696
AUS,-31.0000,151.8167
IND,22.0500,73.1300
AUS,-28.5680,152.5858
AUS,-37.6655,144.8321
CAN,44.4667,-78.2333
NLD,53.4494,5.7731
AUS,-36.9563,139.9947
AUS,-38.0000,145.5333
CAN,44.3500,-78.7500
AUS,-31.2000,152.1167
BRA,-24.6800,-48.9800
NLD,53.2217,6.3469
AUS,-37.9333,145.2500
AUS,-31.3167,151.9000
CAN,44.3500,-78.7333
AUS,-37.8000,145.6667
NLD,52.9683,6.9567
AUS,-30.4167,151.8167
NLD,51.8369,4.1228
AUS,-29.3467,152.6150
AUS,-37.6833,144.9333
IND,21.8800,73.5800
CAN,44.3333,-78.7333
AUS,-29.4667,152.4833
AUS,-37.6500,145.2167
IND,22.3300,73.2700
AUS,-30.7167,151.8531
NLD,51.7714,4.9264
AUS,-37.5833,145.3000
AUS,-30.3667,151.9667
IND,22.2800,73.7700
AUS,-29.5101,152.4897
NLD,53.2492,6.9856
AUS,-36.9655,139.7164
AUS,-37.7333,146.0500
AUS,-28.7551,152.4507
IND,22.5200,73.1300
AUS,-28.7500,152.4333
NLD,52.2328,5.4744
AUS,-29.0333,152.5833
AUS,-37.6667,146.0667
IND,21.7500,72.2000
AUS,-29.0167,152.5667
AUS,-29.1833,152.2333
AUS,-37.7000,146.1333
IND,21.7300,71.8800
NLD,50.7717,5.8083
AUS,-30.1333,152.0117
AUS,-37.3162,140.6992
CAN,44.2167,-78.9167
AUS,-38.0500,145.1833
AUS,-30.2667,152.0333
NLD,51.6994,3.9644
AUS,-30.4489,152.3133
AUS,-38.1333,145.6833
BRA,-24.7500,-48.4800
IND,21.0800,71.7800
AUS,-30.0093,152.0101
AUS,-37.8333,145.0833
AUS,-31.2739,151.9655
IND,21.5200,71.8300
AUS,-37.3932,140.6782
AUS,-37.8000,145.4000
IND,21.8500,71.8000
AUS,-31.0667,151.9167
AUS,-37.5422,140.8137
AUS,-37.9500,145.0000
AUS,-30.3900,151.8150
IND,21.7000,71.9500
AUS,-37.7833,145.3167
AUS,-36.9813,140.7270
AUS,-30.9678,151.8307
AUS,-38.0222,145.3561
CAN,44.4833,-78.9500
AUS,-37.5333,145.3000
NLD,52.6775,4.8769
SWE,60.8900,14.5500
AUS,-31.0567,151.7865
AUS,-37.8667,145.2167
AUS,-29.1967,152.5950
NLD,51.5064,5.3306
AUS,-36.6539,140.5212
AUS,-30.7141,152.1978
AUS,-37.8886,145.1928
SWE,60.8900,15.1100
AUS,-29.7639,152.2583
AUS,-37.4003,140.3351
AUS,-37.8361,145.0294
CAN,44.9333,-78.7167
NLD,52.3867,5.9100
AUS,-30.8890,151.8547
AUS,-37.6369,144.9072
SWE,60.9000,16.7397
AUS,-37.8221,140.7593
AUS,-29.1961,152.7200
AUS,-38.3833,145.2167
AUS,-37.1340,140.7273
AUS,-28.9759,152.7101
CAN,44.7500,-78.7000
AUS,-37.8000,145.0000
BRA,-24.8000,-49.2800
AUS,-30.7775,152.3300
AUS,-37.7469,145.2098
AUS,-29.7603,152.2057
IND,21.3500,71.3000
AUS,-36.8465,140.5592
NLD,52.9014,6.0506
AUS,-38.1992,145.4933
AUS,-30.4833,152.3980
AUS,-30.3969,152.3580
IND,22.1700,71.6700
AUS,-37.8587,145.1847
NLD,53.1519,6.6744
AUS,-30.4226,152.3103
IND,21.3700,72.0500
CAN,44.3500,-78.0000
AUS,-37.9500,145.0167
AUS,-28.9890,152.5922
AUS,-28.8500,153.4500
AUS,-38.4167,145.5333
NLD,50.7981,5.7106
CAN,44.3833,-77.9667
AUS,-28.8528,153.5691
IND,21.8300,71.9200
AUS,-28.6833,153.5333
AUS,-37.6167,145.1500
AUS,-37.1776,139.8054
SWE,60.9100,12.5800
IND,21.9200,71.5800
AUS,-29.3500,152.9833
CAN,44.3333,-78.3000
AUS,-37.9833,145.2500
NLD,53.2981,5.0783
AUS,-28.7856,152.7683
IND,22.0500,72.8000
AUS,-37.8797,145.2964
AUS,-28.3981,153.1731
AUS,-29.5665,153.0811
AUS,-37.6833,145.3667
AUS,-28.6369,153.5880
CAN,44.2333,-78.3667
NLD,52.0092,5.8406
AUS,-37.1039,140.0958
NLD,51.7642,5.5375
AUS,-29.6167,153.0667
NLD,52.8608,5.5078
AUS,-28.6388,153.6361
IND,21.5800,72.8200
AUS,-36.4370,140.3356
AUS,-28.4500,152.6000
AUS,-37.7000,145.4000
AUS,-28.3146,153.2750
IND,21.4500,72.8000
AUS,-29.4333,153.3633
NLD,52.3933,4.5931
AUS,-28.3167,153.4333
CAN,44.2833,-78.3167
AUS,-37.6667,145.9167
AUS,-29.5861,152.7759
IND,21.7000,73.0000
AUS,-28.9875,153.2874
AUS,-38.4333,145.7167
AUS,-28.4240,152.7548
NLD,52.5125,4.9506
AUS,-28.3000,153.5500
AUS,-37.6167,144.8833
AUS,-28.8408,153.5181
CAN,44.2333,-78.3667
AUS,-28.5314,153.3151
NLD,52.0892,6.7231
AUS,-37.8167,145.1333
IND,21.8500,72.8500
AUS,-28.2886,153.3651
AUS,-37.7333,144.9167
AUS,-28.6875,153.3186
IND,21.6300,73.0000
AUS,-28.7567,152.8163
NLD,51.2853,6.0764
AUS,-37.7500,145.0000
AUS,-28.7908,153.3958
CAN,44.2333,-78.3667
AUS,-37.3818,139.9454
AUS,-29.7000,152.9000
SWE,60.9100,13.3800
AUS,-38.3833,144.8333
AUS,-29.7067,152.9400
NLD,52.5631,6.5644
AUS,-28.4414,152.8296
CAN,44.3333,-78.3000
AUS,-36.7746,140.0222
AUS,-38.4000,145.5000
AUS,-29.4227,153.2533
NLD,51.4231,4.1803
AUS,-37.9268,140.4257
CAN,44.3167,-78.4000
